experiment,family,model,params_M,epochs,imgsz,batch,train_time_min,mAP50,mAP50_95,precision,recall,f1,mAP50_smoke,mAP50_fire,mAP50_95_smoke,mAP50_95_fire,fps,device,split,best_epoch
yolo26s_baseline,YOLO26,YOLO26s,9.95,50,640,16,313.56,0.7727336751991494,0.442752451246219,0.7857494827130398,0.700025473740129,0.7404144907521117,0.84101,0.70446,0.51563,0.36988,185.76,Tesla T4,val,40
