experiment,family,model,params_M,epochs,imgsz,batch,train_time_min,mAP50,mAP50_95,precision,recall,f1,mAP50_smoke,mAP50_fire,mAP50_95_smoke,mAP50_95_fire,fps,device,split,best_epoch
yolov8n_baseline,YOLOv8,yolov8n.pt,3.01,50,640,16,243.23,0.758814732878148,0.4340741843008414,0.7660971604831059,0.6884228963879815,0.7251860483366726,0.82131,0.69632,0.50304,0.36511,457.17,Tesla T4,test,50
