experiment,family,model,params_M,epochs,imgsz,batch,train_time_min,mAP50,mAP50_95,precision,recall,f1,mAP50_smoke,mAP50_fire,mAP50_95_smoke,mAP50_95_fire,fps,device,split,best_epoch
yolo11n_baseline,YOLO11,yolo11n.pt,2.59,50,640,16,251.1,0.7526479221185409,0.4328929963651351,0.7524670448644363,0.6896005562329323,0.719663478037504,0.82005,0.68525,0.50558,0.36021,423.0,Tesla T4,test,50
